Normalized_Title,year,title,numVotes,Rating,ratingBechtest,id,imdbid,Wiki_ID,Freebase_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres
aftershock,2010,Aftershock,16,6.8,3,3109,1393746,27962796,/m/0ch4_xx,Aftershock,2010-07-22,,128.0,['Standard Mandarin'],['China'],"['Thriller', 'Adventure', 'World cinema', 'Epic', 'Drama', 'Action', 'Chinese Movies']"
afterthesunset,2004,After the Sunset,50362,6.2,3,5550,0367479,992451,/m/03xcx9,After the Sunset,2004-11-12,61347797.0,91.0,['English Language'],['United States of America'],"['Crime Fiction', 'Heist', 'Crime Comedy', 'Caper story', 'Action/Adventure', 'Comedy', 'Crime Thriller', 'Action']"
ageofconsent,1969,Age of Consent,3845,6.3,3,6816,0063991,1690244,/m/05nnbh,Age of Consent,1969-05-14,,106.0,['English Language'],"['Australia', 'New Zealand']","['Romantic drama', 'Romance Film', 'Drama', 'Biographical film']"
agirlineveryport,1928,A Girl in Every Port,864,6.5,0,1980,0018937,17435717,/m/04g294c,A Girl in Every Port,1928-02-26,,62.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Comedy', 'Black-and-white']"
agnesofgod,1985,Agnes of God,8254,6.6,3,602,0088683,16928777,/m/0466pq8,Agnes of God,1985-08-21,25627836.0,98.0,"['French Language', 'English Language']","['United States of America', 'Canada']","['Thriller', 'Mystery', 'Drama', 'Psychological thriller']"
agooddaytodiehard,2013,A Good Day to Die Hard,217074,5.200456065673457,1,4975,1606378,34228306,/m/0hhgg_1,A Good Day to Die Hard,2013-02-14,,,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Action']"
agoodwoman,2004,A Good Woman,14305,6.4,3,2441,0379306,1960065,/m/0693hm,A Good Woman,2004-09-15,6877842.0,93.0,"['Italian Language', 'English Language']","['United States of America', 'Spain', 'Italy', 'United Kingdom', 'Luxembourg']","['Romantic comedy', 'Comedy of manners', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']"
agoofymovie,1995,A Goofy Movie,64580,6.9,2,1160,0113198,155785,/m/014d_k,A Goofy Movie,1995-04-07,35348597.0,78.0,"['English Language', 'Spanish Language']",['United States of America'],"['Adventure', ""Children's/Family"", 'Animation', 'Musical', 'Comedy', 'Romance Film', 'Family Film']"
agora,2009,Agora,73801,7.1,1,692,1186830,19887961,/m/04q24zv,Agora,2009-05-17,37828420.0,126.0,['English Language'],['Spain'],"['Christian film', 'Adventure', 'World cinema', 'History', 'Epic', 'Period piece', 'Drama', 'Romance Film', 'Historical Epic']"
aguidetorecognizingyoursaints,2006,A Guide to Recognizing Your Saints,27170,6.9,1,2339,0473488,5529883,/m/0f93zm,A Guide to Recognizing Your Saints,2006-01,2035468.0,98.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Coming of age', 'Indie']"
ahistoryofviolence,2005,A History of Violence,258880,7.399969097651422,3,5800,0399146,1726126,/m/05rfst,A History of Violence,2005-05-16,60740827.0,100.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Crime Thriller', 'Marriage Drama', 'Drama', 'Psychological thriller']"
ahomeattheendoftheworld,2004,A Home at the End of the World,14084,6.6,3,2501,0359423,20331472,/m/04zwpv3,A Home at the End of the World,2004-07-23,,97.0,['English Language'],['United States of America'],"['LGBT', 'Melodrama', 'Gay', 'Period piece', 'Gay Interest', 'Drama', 'Gay Themed', 'Romance Film']"
airamerica,1990,Air America,31006,5.8,0,4807,0099005,851800,/m/03h5qb,Air America,1990-08-10,31053601.0,113.0,['English Language'],['United States of America'],"['Adventure', 'Action Comedy', 'Action/Adventure', 'Period piece', 'Comedy', 'War film', 'Action', 'Airplanes and airports']"
airbud,1997,Air Bud,20006,5.3,1,1127,0118570,1204611,/m/04h3br,Air Bud,1997-08-01,23144499.0,98.0,['English Language'],"['United States of America', 'Canada']","['Family Film', 'Animal Picture', 'Coming of age', 'Comedy', ""Children's/Family""]"
airforceone,1997,Air Force One,214069,6.5,1,1068,0118571,238810,/m/01jmyj,Air Force One,1997-07-25,315156409.0,125.0,"['English Language', 'Russian Language']","['United States of America', 'Germany']","['Thriller', 'Action Thrillers', 'Short Film', 'Action/Adventure', 'Suspense', 'Political thriller', 'Disaster', 'Action', 'Political drama', 'Airplanes and airports']"
airheads,1994,Airheads,57288,6.2,1,5341,0109068,924835,/m/03qfpk,Airheads,1994-08-05,5751882.0,92.0,['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Comedy', 'Teen']"
airplane!,1980,Airplane!,267106,7.7,3,873,0080339,46505,/m/0ckt6,Airplane!,1980-07-02,83453539.0,87.0,['English Language'],['United States of America'],"['Parody', 'Ensemble Film', 'Absurdism', 'Cult', 'Satire', 'Comedy', 'Disaster', 'Romance Film', 'Airplanes and airports']"
airport,1970,Airport,22607,6.6,3,4801,0065377,99459,/m/0pd57,Airport,1970-03,100489151.0,137.0,"['Italian Language', 'English Language']",['United States of America'],"['Disaster', 'Thriller', 'Action', 'Action/Adventure', 'Airplanes and airports']"
airport1975,1974,Airport 1975,12368,5.7,3,9046,0071110,2159529,/m/06r71t,Airport 1975,1974-10-18,47285152.0,106.0,['English Language'],['United States of America'],"['Thriller', 'Ensemble Film', 'Action/Adventure', 'Drama', 'Disaster', 'Action', 'Airplanes and airports']"
ajami,2009,Ajami,6596,7.299999999999999,2,891,1077262,24709102,/m/079rlmq,Ajami,2009-09-17,2200000.0,124.0,"['Arabic Language', 'Hebrew Language']","['Israel', 'Germany']","['Drama', 'World cinema']"
akeelahandthebee,2006,Akeelah and the Bee,21972,7.4,3,615,0437800,3931502,/m/0b7bvq,Akeelah and the Bee,2006-04-28,18948425.0,112.0,['English Language'],['United States of America'],"['Drama', 'Family Film', 'Family Drama', 'Coming of age', 'Childhood Drama']"
akira,1988,Akira,210412,8.0,1,2244,0094625,605939,/m/02vtyb,Akira,1988,63000000.0,125.0,['Japanese Language'],['Japan'],"['Science Fiction', 'Japanese Movies', 'Epic', 'Animation', 'Anime', 'Fantasy', 'Dystopia']"
akrobatischespotpourri,1895,Akrobatisches Potpourri,401,5.200000000000001,1,9679,0000011,10126013,/m/02q2mv5,Akrobatisches Potpourri,1895-11-01,,0.1,['Silent film'],['Germany'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Documentary']"
aladdin,1992,Aladdin,479050,7.996192672998643,0,98,0103639,73170,/m/0jnwx,Aladdin,1992-11-11,504050219.0,90.0,['English Language'],['United States of America'],"['Adventure', 'Costume drama', 'Animation', 'Musical', ""Children's"", 'Fantasy', 'Comedy', 'Music', 'Family Film', 'Romance Film']"
albertnobbs,2011,Albert Nobbs,25800,6.7,3,3063,1602098,30081969,/m/0g5879y,Albert Nobbs,2011-09-02,5410553.0,113.0,"['English Language', 'American English']","['Ireland', 'United Kingdom']","['LGBT', 'Period piece', 'Drama', 'Romance Film']"
aleagueoftheirown,1992,A League of Their Own,123552,7.3,3,560,0104694,543433,/m/02ndy4,A League of Their Own,1992-07-01,132440069.0,128.0,['English Language'],['United States of America'],"['Ensemble Film', 'Americana', 'Comedy-drama', 'Sports', 'Drama', 'Comedy', 'Feminist Film']"
alettertothreewives,1949,A Letter to Three Wives,11037,7.700000000000001,3,3967,0041587,80923,/m/0kxg6,A Letter to Three Wives,1949-01-20,,103.0,['English Language'],['United States of America'],"['Romantic comedy', 'Mystery', 'Drama', 'Comedy', 'Film adaptation', 'Romance Film']"
alexander,2004,Alexander,178286,5.6,1,5920,0346491,1138675,/m/049mql,Alexander,2004-11-16,167298192.0,214.0,['English Language'],"['United States of America', 'France', 'Italy', 'United Kingdom', 'Germany', 'Netherlands']","['LGBT', 'Biography', 'Adventure', 'Costume drama', 'History', 'Action/Adventure', 'Period piece', 'Drama', 'War film', 'Romance Film', 'Action']"
alfie,1966,Alfie,16097,7.0,1,2140,0060086,98503,/m/0p7pw,Alfie,1966-07-25,,113.0,['English Language'],['United Kingdom'],"['LGBT', 'Sex comedy', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
alice,1990,Alice,15616,6.6,3,6081,0099012,473212,/m/02drn4,Alice,1990-12-25,7331647.0,102.0,['English Language'],['United States of America'],"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
aliceinwonderland,1933,Alice in Wonderland,2702,6.3,3,3188,0023753,62180,/m/0gtkg,Alice in Wonderland,1933-12-22,,76.0,['English Language'],['United States of America'],"['Fantasy', 'Black-and-white']"
aliceinwonderland,1951,Alice in Wonderland,157219,7.299904591684211,3,1207,0043274,769066,/m/039zft,Alice in Wonderland,1951-07-26,,75.0,['English Language'],['United States of America'],"['Adventure', 'Costume drama', 'Animation', ""Children's"", 'Fantasy', 'Drama', 'Music', 'Family Film']"
aliceinwonderland,2010,Alice in Wonderland,448528,6.399313978168588,3,699,1014759,14482638,/m/04jpg2p,Alice in Wonderland,2010-03-05,1024299904.0,108.0,['English Language'],"['United States of America', 'United Kingdom']","['Computer Animation', 'Family Film', 'Fantasy', 'Adventure']"
alien,1979,Alien,987923,8.5,3,13,0078748,23487440,/m/067ghz,Alien,1979-05-25,104931801.0,116.0,"['English Language', 'Spanish Language']","['United States of America', 'United Kingdom']","['Science Fiction', 'Horror', 'Adventure', 'Sci-Fi Horror', 'Creature Film', 'New Hollywood']"
alien:resurrection,1997,Alien: Resurrection,11,6.8,3,297,0118583,213246,/m/01f7gh,Alien: Resurrection,1997-11-06,161295658.0,116.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Action']"
aliennation,1988,Alien Nation,16945,6.3,1,2784,0094631,574909,/m/02rlnb,Alien Nation,1988-10-07,32155047.0,90.0,['English Language'],['United States of America'],"['Thriller', 'Buddy film', 'Science Fiction', 'Drama']"
aliens,1986,Aliens,789413,8.4,3,283,0090605,213472,/m/01f8hf,Aliens,1986-07-18,131060248.0,137.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Stop motion', 'Sci-Fi Horror', 'Creature Film', 'Action/Adventure', 'Action']"
aliensintheattic,2009,Aliens in the Attic,24830,5.4,3,5666,0775552,15181224,/m/03hl13v,Aliens in the Attic,2009-07-30,57881056.0,86.0,['English Language'],"['United States of America', 'Canada']","['Science Fiction', 'Adventure', ""Children's/Family"", 'Fantasy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']"
alifelessordinary,1997,A Life Less Ordinary,37442,6.3,2,7534,0119535,915192,/m/03pjlk,A Life Less Ordinary,1997-10-24,4366722.0,103.0,['English Language'],"['United States of America', 'United Kingdom']","['Romantic comedy', 'Heavenly Comedy', 'Fantasy', 'Comedy', 'Black comedy', 'Romance Film', 'Romantic fantasy']"
aligindahouse,2002,Ali G Indahouse,96988,6.2,1,10332,0284837,224487,/m/01gq0s,Ali G Indahouse,2002-03-22,25936616.0,87.0,['English Language'],"['United States of America', 'France', 'United Kingdom', 'Germany']","['Parody', 'Political satire', 'Gross-out film', 'Comedy', 'Political cinema', 'Gross out', 'Stoner film']"
alittlebitofheaven,2011,A Little Bit of Heaven,29942,6.2,3,3196,1440161,27995292,/m/0ch5m5g,A Little Bit of Heaven,2011-02-04,1296937.0,107.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romantic drama', 'Romance Film', 'Drama', 'Comedy']"
alittlehelp,2010,A Little Help,3599,5.599110864128925,3,5099,1319722,27440393,/m/0c0040b,A Little Help,2010-05-21,,109.0,['English Language'],['United States of America'],"['Romantic comedy', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']"
alittleprincess,1995,A Little Princess,37361,7.6,3,1435,0113670,3343617,/m/096v5f,A Little Princess,1995-05-10,10015449.0,97.0,"['French Language', 'English Language']",['United States of America'],"['Drama', 'Family Film', 'Family Drama', 'Fantasy']"
allabouteve,1950,All About Eve,141163,8.2,3,139,0042192,41881,/m/0bj25,All About Eve,1950,2900000.0,139.0,"['French Language', 'English Language']",['United States of America'],"['LGBT', 'Black comedy', 'Comedy-drama', 'Drama', 'Black-and-white']"
allaboutevil,2010,All About Evil,2056,6.1,3,4274,1307858,27649189,/m/0c3wc3y,All About Evil,2010-05-15,,90.0,['English Language'],['United States of America'],"['Black comedy', 'Horror', 'Comedy', 'Slasher']"
allaboutsteve,2009,All About Steve,44881,4.801497292841068,3,1180,0881891,13903487,/m/03cmsqb,All About Steve,2009-09-04,40105542.0,99.0,"['English Language', 'Spanish Language']",['United States of America'],['Comedy']
alldogsgotoheaven,1989,All Dogs Go to Heaven,47543,6.700000000000001,3,2528,0096787,513090,/m/02k7v1,All Dogs Go to Heaven,1989-11-17,27100027.0,89.0,['English Language'],"['United States of America', 'Ireland', 'United Kingdom']","['Heaven-Can-Wait Fantasies', 'Adventure', ""Children's/Family"", 'Animation', 'Fantasy', 'Musical', 'Drama', 'Comedy', 'Animated Musical', 'Music', 'Family Film', 'Action', 'Family-Oriented Adventure']"
alleycatsstrike,2000,Alley Cats Strike,2697,6.0,3,9050,0217990,4220745,/m/0bqq06,Alley Cats Strike,2000-03-18,,103.0,['English Language'],"['United States of America', 'Canada']","['Sports', 'Family Film']"
allofme,1984,All of Me,20199,6.700000000000001,2,9241,0086873,3499995,/m/09gwl6,All of Me,1984-09-21,36403064.0,93.0,['English Language'],['United States of America'],"['Screwball comedy', 'Fantasy', 'Comedy']"
allornothing,2002,All or Nothing,11627,7.5,3,3312,0286261,5790223,/m/0f4pvg,All Or Nothing,2002-10-18,,128.0,['English Language'],"['France', 'United Kingdom']","['Romance Film', 'Drama', 'Indie']"
allquietonthewesternfront,1930,All Quiet on the Western Front,68737,8.1,0,1316,0020629,4592959,/m/0cbl95,All Quiet on the Western Front,1930-04-21,,145.0,"['French Language', 'Latin Language', 'English Language', 'German Language']",['United States of America'],"['War film', 'Black-and-white', 'Drama', 'Film adaptation', 'Pre-Code', 'Action']"
allthatheavenallows,1955,All That Heaven Allows,17094,7.6,3,10342,0047811,68108,/m/0hv6h,All That Heaven Allows,1955-08-25,3100000.0,88.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama']"
allthatjazz,1979,All That Jazz,36574,7.800000000000001,2,1222,0078754,68078,/m/0hv1t,All That Jazz,1979,37823676.0,122.0,"['English Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Tragedy', 'Musical', 'Drama', 'Fantasy', 'New Hollywood']"
alltheinvisiblechildren,2005,All the Invisible Children,4329,7.4,3,8519,0411098,8899840,/m/027nvjf,All the Invisible Children,2005-09,,116.0,"['Italian Language', 'Mandarin Chinese', 'English Language', 'Serbian language']","['France', 'Italy']","['Musical', 'Anthology', 'Drama']"
almostfamous,2000,Almost Famous,298597,7.900000000000001,3,877,0181875,431562,/m/027r9t,Almost Famous,2000-09-08,47383689.0,152.0,['English Language'],['United States of America'],"['Road movie', 'Comedy-drama', 'Period piece', 'Musical', 'Coming of age', 'Comedy', 'Drama', 'Musical Drama']"
alonelyplacetodie,2011,A Lonely Place to Die,31095,6.2,3,5041,1422136,27577419,/m/0c3xyr1,A Lonely Place to Die,2011-02-12,25345000.0,99.0,"['English Language', 'Serbian language']",['United Kingdom'],"['Crime Fiction', 'Thriller', 'Adventure']"
alongcameaspider,2001,Along Came a Spider,97609,6.3999999999999995,3,94,0164334,10071292,/m/02q0v8n,Along Came a Spider,2001-04-06,105178561.0,104.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Psychological thriller', 'Mystery', 'Suspense', 'Film adaptation', 'Crime Thriller']"
alongcamejones,1945,Along Came Jones,2469,6.5,0,1639,0037508,12706080,/m/02x1d1b,Along Came Jones,1945-07-19,,90.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Action', 'Comedy']"
alovesongforbobbylong,2004,A Love Song for Bobby Long,27482,7.1,3,3314,0369672,1195543,/m/04gcw8,A Love Song for Bobby Long,2004-09-02,1841260.0,120.0,['English Language'],['United States of America'],"['Ensemble Film', 'Melodrama', 'Drama', 'Film adaptation']"
alphaandomega,2010,Alpha and Omega,15491,5.1111548641146465,3,11337,1213012,22526086,/m/05zqxpt,Alpha and Omega,2010-09-16,50507267.0,88.0,['English Language'],"['United States of America', 'India']","['Adventure', ""Children's/Family"", 'Computer Animation', 'Comedy-drama', 'Comedy', 'Family Film', 'Romance Film', 'Family-Oriented Adventure']"
altered,2006,Altered,11055,5.6,0,5016,0457275,8528824,/m/0276r92,Altered,2006,,88.0,['English Language'],['United States of America'],"['Science Fiction', 'Sci-Fi Horror', 'Horror', 'Psychological thriller']"
alvinandthechipmunks:chipwrecked,2011,Alvin and the Chipmunks: Chipwrecked,40787,4.399095299973031,3,2948,1615918,32506361,/m/0h1cdwq,Alvin and the Chipmunks: Chipwrecked,2011-12-16,,87.0,['English Language'],['United States of America'],"['Computer Animation', 'Family Film', 'Fantasy', 'Comedy', 'Animation']"
alvinandthechipmunksmeetthewolfman,2000,Alvin and the Chipmunks Meet the Wolfman,1963,6.5,3,5094,0252227,3222171,/m/08_d24,Alvin and the Chipmunks Meet the Wolfman,2000-08-29,,78.0,['English Language'],['United States of America'],"['Family Film', 'Horror', 'Animation']"
amadeus,1984,Amadeus,437031,8.399939134752456,3,613,0086879,1065214,/m/042y1c,Amadeus,1984-09-06,51973029.0,180.0,"['English Language', 'Italian Language', 'Latin Language', 'German Language']",['United States of America'],"['Biography', 'Costume drama', 'Comedy-drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Music', 'Biographical film', 'Musical Drama']"
amador,2010,Amador,1071,6.7,3,1672,1477171,35785312,/m/0gf8mz8,Amador,2010-10-08,,112.0,['Spanish Language'],['Spain'],"['Drama', 'World cinema']"
amandla!arevolutioninfourpartharmony,2002,Amandla! A Revolution in Four Part Harmony,626,7.400000000000001,3,3309,0303297,4140604,/m/0bl7dp,Amandla! A Revolution in Four Part Harmony,2002,,108.0,"['Zulu Language', 'English Language']","['United States of America', 'South Africa']","['Music', 'Historical fiction', 'Documentary']"
amanforallseasons,1966,A Man for All Seasons,37906,7.7,1,3576,0060665,4836350,/m/0cq806,A Man for All Seasons,1966-12-12,,120.0,"['French Language', 'Latin Language', 'English Language', 'Spanish Language']",['United Kingdom'],"['Christian film', 'Costume drama', 'Period piece', 'Drama', 'Film adaptation', 'Biographical film', 'Courtroom Drama']"
amarcord,1973,Amarcord,47543,7.799999999999999,2,10571,0071129,239086,/m/01jp6s,Amarcord,1973,,123.0,['Italian Language'],['Italy'],"['Comedy-drama', 'Coming of age', 'Comedy', 'World cinema', 'Ensemble Film']"
